Index,Date,Cycle_Draw,Week_Of_Year,Day_Of_Week,Day_Name,Month,Month_Name,Year,Lunar_Illumination,Lunar_Phase,Lunar_Phase_Name,Days_Since_First,N1,N2,N3,N4,N5,E1,E2
1427,2017-10-13,714,41,4,Vendredi,10,October,2017,0.4467,6,Dernier Quartier,4991,15,16,28,30,46,3,4
1428,2017-10-16,714,42,0,Lundi,10,October,2017,0.1517,6,Dernier Quartier,4994,3,4,12,23,50,4,7
1429,2017-10-20,715,42,4,Vendredi,10,October,2017,0.0021,0,Nouvelle Lune,4998,1,10,25,43,47,8,9
1430,2017-10-23,715,43,0,Lundi,10,October,2017,0.0989,0,Nouvelle Lune,5001,3,32,36,39,47,6,9
1431,2017-10-27,716,43,4,Vendredi,10,October,2017,0.4127,1,Premier Croissant,5005,23,24,27,37,47,2,6
1432,2017-10-30,716,44,0,Lundi,10,October,2017,0.6993,2,Premier Quartier,5008,5,6,11,30,44,2,6
1433,2017-11-03,717,44,4,Vendredi,11,November,2017,0.9777,3,Gibbeuse Croissante,5012,1,10,17,33,48,2,3
1434,2017-11-06,717,45,0,Lundi,11,November,2017,0.953,4,Pleine Lune,5015,3,7,12,26,34,8,10
1435,2017-11-10,718,45,4,Vendredi,11,November,2017,0.5968,5,Gibbeuse Décroissante,5019,11,14,24,25,29,7,11
1436,2017-11-13,718,46,0,Lundi,11,November,2017,0.2779,6,Dernier Quartier,5022,4,11,28,38,47,10,11
1437,2017-11-17,719,46,4,Vendredi,11,November,2017,0.023,7,Dernier Croissant,5026,14,27,36,42,46,8,11
1438,2017-11-20,719,47,0,Lundi,11,November,2017,0.0226,0,Nouvelle Lune,5029,3,8,14,31,41,7,11
1439,2017-11-24,720,47,4,Vendredi,11,November,2017,0.2507,1,Premier Croissant,5033,3,15,17,28,33,2,4
1440,2017-11-27,720,48,0,Lundi,11,November,2017,0.5303,2,Premier Quartier,5036,16,19,20,25,28,1,10
1441,2017-12-01,721,48,4,Vendredi,12,December,2017,0.8985,3,Gibbeuse Croissante,5040,9,34,38,43,45,2,4
1442,2017-12-04,721,49,0,Lundi,12,December,2017,0.9967,4,Pleine Lune,5043,10,13,19,39,44,2,6
1443,2017-12-08,722,49,4,Vendredi,12,December,2017,0.7478,5,Gibbeuse Décroissante,5047,1,2,6,20,36,8,11
1444,2017-12-11,722,50,0,Lundi,12,December,2017,0.4304,6,Dernier Quartier,5050,2,10,22,27,28,6,8
1445,2017-12-15,723,50,4,Vendredi,12,December,2017,0.0967,7,Dernier Croissant,5054,12,22,30,31,44,5,6
1446,2017-12-18,723,51,0,Lundi,12,December,2017,0.0019,7,Dernier Croissant,5057,13,14,21,27,39,6,8
1447,2017-12-22,724,51,4,Vendredi,12,December,2017,0.1193,1,Premier Croissant,5061,4,9,10,30,40,2,9
1448,2017-12-25,724,52,0,Lundi,12,December,2017,0.3611,1,Premier Croissant,5064,1,6,10,12,31,2,7
1449,2017-12-29,725,52,4,Vendredi,12,December,2017,0.7711,2,Premier Quartier,5068,3,30,42,45,49,5,10
1450,2018-01-01,725,1,0,Lundi,1,January,2018,0.9802,3,Gibbeuse Croissante,5071,16,36,43,44,50,7,8
1451,2018-01-05,726,1,4,Vendredi,1,January,2018,0.8807,4,Pleine Lune,5075,19,21,25,26,44,3,7
1452,2018-01-08,726,2,0,Lundi,1,January,2018,0.5977,5,Gibbeuse Décroissante,5078,7,21,22,24,28,1,11
1453,2018-01-12,727,2,4,Vendredi,1,January,2018,0.2171,6,Dernier Quartier,5082,1,9,12,14,48,1,7
1454,2018-01-15,727,3,0,Lundi,1,January,2018,0.0397,7,Dernier Croissant,5085,2,5,10,23,31,2,5
1455,2018-01-19,728,3,4,Vendredi,1,January,2018,0.0329,0,Nouvelle Lune,5089,7,12,18,33,37,1,11
1456,2018-01-22,728,4,0,Lundi,1,January,2018,0.2125,1,Premier Croissant,5092,12,21,29,44,47,1,2
1457,2018-01-26,729,4,4,Vendredi,1,January,2018,0.6186,2,Premier Quartier,5096,19,20,21,34,38,3,9
1458,2018-01-29,729,5,0,Lundi,1,January,2018,0.9047,3,Gibbeuse Croissante,5099,7,27,30,40,43,8,9
1459,2018-02-02,730,5,4,Vendredi,2,February,2018,0.9703,4,Pleine Lune,5103,11,25,41,45,50,2,7
1460,2018-02-05,730,6,0,Lundi,2,February,2018,0.76,5,Gibbeuse Décroissante,5106,14,19,26,28,34,5,8
1461,2018-02-09,731,6,4,Vendredi,2,February,2018,0.3731,6,Dernier Quartier,5110,16,18,24,38,40,2,4
1462,2018-02-12,731,7,0,Lundi,2,February,2018,0.1329,7,Dernier Croissant,5113,4,12,24,39,44,2,4
1463,2018-02-16,732,7,4,Vendredi,2,February,2018,0.0003,0,Nouvelle Lune,5117,6,17,22,45,47,3,11
1464,2018-02-19,732,8,0,Lundi,2,February,2018,0.0975,0,Nouvelle Lune,5120,1,4,18,23,30,3,7
1465,2018-02-23,733,8,4,Vendredi,2,February,2018,0.4632,1,Premier Croissant,5124,1,4,15,29,40,1,5
1466,2018-02-26,733,9,0,Lundi,2,February,2018,0.789,2,Premier Quartier,5127,11,14,41,43,50,2,9
1467,2018-03-02,734,9,4,Vendredi,3,March,2018,0.9996,3,Gibbeuse Croissante,5131,14,20,23,45,46,1,11
1468,2018-03-05,734,10,0,Lundi,3,March,2018,0.8917,4,Pleine Lune,5134,16,17,20,39,50,4,8
1469,2018-03-09,735,10,4,Vendredi,3,March,2018,0.5464,5,Gibbeuse Décroissante,5138,12,22,27,28,39,4,10
1470,2018-03-12,735,11,0,Lundi,3,March,2018,0.271,6,Dernier Quartier,5141,2,19,33,37,46,5,8
1471,2018-03-16,736,11,4,Vendredi,3,March,2018,0.0254,7,Dernier Croissant,5145,18,23,37,46,48,2,10
1472,2018-03-19,736,12,0,Lundi,3,March,2018,0.025,0,Nouvelle Lune,5148,12,23,29,32,47,3,5
1473,2018-03-23,737,12,4,Vendredi,3,March,2018,0.318,1,Premier Croissant,5152,1,4,12,16,48,9,10
1474,2018-03-26,737,13,0,Lundi,3,March,2018,0.6537,2,Premier Quartier,5155,18,26,34,38,42,5,8
1475,2018-03-30,738,13,4,Vendredi,3,March,2018,0.9705,3,Gibbeuse Croissante,5159,14,16,23,38,45,8,11
1476,2018-04-02,738,14,0,Lundi,4,April,2018,0.9729,4,Pleine Lune,5162,5,15,28,31,44,1,6
1477,2018-04-06,739,14,4,Vendredi,4,April,2018,0.713,5,Gibbeuse Décroissante,5166,18,27,28,35,40,3,5
1478,2018-04-09,739,15,0,Lundi,4,April,2018,0.4358,6,Dernier Quartier,5169,6,14,33,34,48,2,6
1479,2018-04-13,740,15,4,Vendredi,4,April,2018,0.1056,7,Dernier Croissant,5173,9,19,25,36,38,7,11
1480,2018-04-16,740,16,0,Lundi,4,April,2018,0.0019,7,Dernier Croissant,5176,2,8,17,39,42,3,10
1481,2018-04-20,741,16,4,Vendredi,4,April,2018,0.1905,1,Premier Croissant,5180,9,28,30,32,49,9,10
1482,2018-04-23,741,17,0,Lundi,4,April,2018,0.5119,1,Premier Croissant,5183,5,21,28,31,34,1,2
1483,2018-04-27,742,17,4,Vendredi,4,April,2018,0.8969,2,Premier Quartier,5187,35,42,47,48,50,8,9
1484,2018-04-30,742,18,0,Lundi,4,April,2018,0.9981,3,Gibbeuse Croissante,5190,12,26,37,38,44,4,7
1485,2018-05-04,743,18,4,Vendredi,5,May,2018,0.8508,4,Pleine Lune,5194,2,8,10,19,46,5,9
1486,2018-05-07,743,19,0,Lundi,5,May,2018,0.6042,5,Gibbeuse Décroissante,5197,12,22,25,33,45,5,7
1487,2018-05-11,744,19,4,Vendredi,5,May,2018,0.2296,6,Dernier Quartier,5201,4,6,14,42,50,2,4
1488,2018-05-14,744,20,0,Lundi,5,May,2018,0.0316,7,Dernier Croissant,5204,6,14,16,28,31,2,11
1489,2018-05-18,745,20,4,Vendredi,5,May,2018,0.0881,0,Nouvelle Lune,5208,1,13,17,18,45,3,8
1490,2018-05-21,745,21,0,Lundi,5,May,2018,0.3706,1,Premier Croissant,5211,7,10,20,27,37,4,7
1491,2018-05-25,746,21,4,Vendredi,5,May,2018,0.792,2,Premier Quartier,5215,7,23,24,34,36,8,11
1492,2018-05-28,746,22,0,Lundi,5,May,2018,0.9728,3,Gibbeuse Croissante,5218,13,14,18,32,34,1,10
1493,2018-06-01,747,22,4,Vendredi,6,June,2018,0.9462,4,Pleine Lune,5222,5,8,14,24,33,3,8
1494,2018-06-04,747,23,0,Lundi,6,June,2018,0.7557,5,Gibbeuse Décroissante,5225,12,19,27,37,38,5,10
1495,2018-06-08,748,23,4,Vendredi,6,June,2018,0.3791,6,Dernier Quartier,5229,1,5,22,25,48,3,11
1496,2018-06-11,748,24,0,Lundi,6,June,2018,0.1109,7,Dernier Croissant,5232,4,15,23,49,50,2,6
1497,2018-06-15,749,24,4,Vendredi,6,June,2018,0.0213,0,Nouvelle Lune,5236,3,16,25,26,35,5,9
1498,2018-06-18,749,25,0,Lundi,6,June,2018,0.2366,1,Premier Croissant,5239,6,26,33,34,39,3,4
1499,2018-06-22,750,25,4,Vendredi,6,June,2018,0.6641,2,Premier Quartier,5243,17,19,38,42,45,9,10
1500,2018-06-25,750,26,0,Lundi,6,June,2018,0.9049,3,Gibbeuse Croissante,5246,12,13,23,40,49,7,10
1501,2018-06-29,751,26,4,Vendredi,6,June,2018,0.994,4,Pleine Lune,5250,11,28,29,47,49,1,5
1502,2018-07-02,751,27,0,Lundi,7,July,2018,0.8764,4,Pleine Lune,5253,8,11,23,31,46,8,9
1503,2018-07-06,752,27,4,Vendredi,7,July,2018,0.5349,6,Dernier Quartier,5257,15,16,30,44,50,2,3
1504,2018-07-09,752,28,0,Lundi,7,July,2018,0.228,6,Dernier Quartier,5260,5,16,20,30,41,6,11
1505,2018-07-13,753,28,4,Vendredi,7,July,2018,0.0004,7,Dernier Croissant,5264,17,20,35,49,50,3,4
1506,2018-07-16,753,29,0,Lundi,7,July,2018,0.1208,0,Nouvelle Lune,5267,11,16,21,22,44,3,8
1507,2018-07-20,754,29,4,Vendredi,7,July,2018,0.5193,1,Premier Croissant,5271,5,12,19,41,48,8,10
1508,2018-07-23,754,30,0,Lundi,7,July,2018,0.8001,2,Premier Quartier,5274,3,19,20,37,48,8,11
1509,2018-07-27,755,30,4,Vendredi,7,July,2018,0.9935,3,Gibbeuse Croissante,5278,6,25,36,38,40,4,10
1510,2018-07-30,755,31,0,Lundi,7,July,2018,0.9586,4,Pleine Lune,5281,4,39,40,49,50,2,5
1511,2018-08-03,756,31,4,Vendredi,8,August,2018,0.6819,5,Gibbeuse Décroissante,5285,1,9,10,22,50,5,11
1512,2018-08-06,756,32,0,Lundi,8,August,2018,0.3672,6,Dernier Quartier,5288,9,17,25,28,49,8,9
1513,2018-08-10,757,32,4,Vendredi,8,August,2018,0.0305,7,Dernier Croissant,5292,16,23,24,26,29,2,9
1514,2018-08-13,757,33,0,Lundi,8,August,2018,0.038,0,Nouvelle Lune,5295,10,14,20,25,42,8,11
1515,2018-08-17,758,33,4,Vendredi,8,August,2018,0.366,1,Premier Croissant,5299,20,21,37,45,46,2,3
1516,2018-08-20,758,34,0,Lundi,8,August,2018,0.6638,2,Premier Quartier,5302,9,11,17,36,47,1,2
1517,2018-08-24,759,34,4,Vendredi,8,August,2018,0.9445,3,Gibbeuse Croissante,5306,3,10,15,28,45,5,7
1518,2018-08-27,759,35,0,Lundi,8,August,2018,0.997,4,Pleine Lune,5309,11,16,20,22,28,4,9
1519,2018-08-31,760,35,4,Vendredi,8,August,2018,0.8099,5,Gibbeuse Décroissante,5313,15,25,38,40,41,1,2
1520,2018-09-03,760,36,0,Lundi,9,September,2018,0.5135,6,Dernier Quartier,5316,11,22,36,45,48,1,4
1521,2018-09-07,761,36,4,Vendredi,9,September,2018,0.1072,7,Dernier Croissant,5320,4,6,21,39,41,2,6
1522,2018-09-10,761,37,0,Lundi,9,September,2018,0.0019,0,Nouvelle Lune,5323,21,23,38,47,50,2,6
1523,2018-09-14,762,37,4,Vendredi,9,September,2018,0.2188,1,Premier Croissant,5327,4,17,21,22,33,4,8
1524,2018-09-17,762,38,0,Lundi,9,September,2018,0.5042,1,Premier Croissant,5330,6,12,21,27,33,3,7
1525,2018-09-21,763,38,4,Vendredi,9,September,2018,0.8474,3,Gibbeuse Croissante,5334,1,13,20,26,50,6,7
1526,2018-09-24,763,39,0,Lundi,9,September,2018,0.9866,3,Gibbeuse Croissante,5337,17,19,24,37,46,2,7
1527,2018-09-28,764,39,4,Vendredi,9,September,2018,0.9117,4,Pleine Lune,5341,11,25,27,28,41,5,8
1528,2018-10-01,764,40,0,Lundi,10,October,2018,0.6566,5,Gibbeuse Décroissante,5344,12,13,42,45,48,3,9
1529,2018-10-05,765,40,4,Vendredi,10,October,2018,0.2193,6,Dernier Quartier,5348,2,3,15,45,49,5,9
1530,2018-10-08,765,41,0,Lundi,10,October,2018,0.0192,7,Dernier Croissant,5351,12,14,15,19,23,7,8
1531,2018-10-12,766,41,4,Vendredi,10,October,2018,0.0973,0,Nouvelle Lune,5355,2,11,24,35,47,5,9
1532,2018-10-15,766,42,0,Lundi,10,October,2018,0.3368,1,Premier Croissant,5358,13,23,24,41,42,1,5
1533,2018-10-19,767,42,4,Vendredi,10,October,2018,0.707,2,Premier Quartier,5362,3,11,13,18,21,4,5
1534,2018-10-22,767,43,0,Lundi,10,October,2018,0.9224,3,Gibbeuse Croissante,5365,2,14,24,39,44,6,7
1535,2018-10-26,768,43,4,Vendredi,10,October,2018,0.9785,4,Pleine Lune,5369,1,22,32,48,50,6,7
1536,2018-10-29,768,44,0,Lundi,10,October,2018,0.7888,5,Gibbeuse Décroissante,5372,2,24,34,38,43,1,7
1537,2018-11-02,769,44,4,Vendredi,11,November,2018,0.3543,6,Dernier Quartier,5376,19,36,38,42,46,2,8
1538,2018-11-05,769,45,0,Lundi,11,November,2018,0.0863,7,Dernier Croissant,5379,3,20,29,35,42,3,8
1539,2018-11-09,770,45,4,Vendredi,11,November,2018,0.0212,0,Nouvelle Lune,5383,2,3,10,33,46,7,8
1540,2018-11-12,770,46,0,Lundi,11,November,2018,0.1839,1,Premier Croissant,5386,8,19,28,32,46,4,7
1541,2018-11-16,771,46,4,Vendredi,11,November,2018,0.537,2,Premier Quartier,5390,9,28,36,41,49,5,7
1542,2018-11-19,771,47,0,Lundi,11,November,2018,0.8051,3,Gibbeuse Croissante,5393,12,15,32,36,45,7,9
1543,2018-11-23,772,47,4,Vendredi,11,November,2018,0.9978,4,Pleine Lune,5397,7,19,23,29,47,1,6
1544,2018-11-26,772,48,0,Lundi,11,November,2018,0.9008,4,Pleine Lune,5400,21,23,33,40,50,4,5
1545,2018-11-30,773,48,4,Vendredi,11,November,2018,0.5028,6,Dernier Quartier,5404,16,20,22,32,42,8,9
1546,2018-12-03,773,49,0,Lundi,12,December,2018,0.1935,6,Dernier Quartier,5407,4,5,9,11,39,3,5
1547,2018-12-07,774,49,4,Vendredi,12,December,2018,0.002,7,Dernier Croissant,5411,2,31,36,38,43,3,7
1548,2018-12-10,774,50,0,Lundi,12,December,2018,0.0689,0,Nouvelle Lune,5414,9,30,35,39,46,6,8
1549,2018-12-14,775,50,4,Vendredi,12,December,2018,0.3607,1,Premier Croissant,5418,1,4,6,27,48,1,6
1550,2018-12-17,775,51,0,Lundi,12,December,2018,0.6472,2,Premier Quartier,5421,1,4,16,40,48,1,9
1551,2018-12-21,776,51,4,Vendredi,12,December,2018,0.9576,3,Gibbeuse Croissante,5425,17,27,29,38,50,1,3
1552,2018-12-24,776,52,0,Lundi,12,December,2018,0.9773,4,Pleine Lune,5428,17,21,35,41,45,1,5
1553,2018-12-28,777,52,4,Vendredi,12,December,2018,0.6563,5,Gibbeuse Décroissante,5432,13,24,26,47,49,4,8
1554,2018-12-31,777,1,0,Lundi,12,December,2018,0.3308,6,Dernier Quartier,5435,1,6,13,30,49,1,9
1555,2019-01-04,778,1,4,Vendredi,1,January,2019,0.0406,7,Dernier Croissant,5439,5,27,31,40,42,1,6
1556,2019-01-07,778,2,0,Lundi,1,January,2019,0.008,0,Nouvelle Lune,5442,4,9,15,21,47,2,7
1557,2019-01-11,779,2,4,Vendredi,1,January,2019,0.2039,1,Premier Croissant,5446,13,25,28,29,42,4,5
1558,2019-01-14,779,3,0,Lundi,1,January,2019,0.4731,2,Premier Quartier,5449,3,4,11,28,39,2,8
1559,2019-01-18,780,3,4,Vendredi,1,January,2019,0.8582,3,Gibbeuse Croissante,5453,4,13,35,37,46,3,9
1560,2019-01-21,780,4,0,Lundi,1,January,2019,0.9993,4,Pleine Lune,5456,38,39,45,46,49,7,8
1561,2019-01-25,781,4,4,Vendredi,1,January,2019,0.8017,5,Gibbeuse Décroissante,5460,9,24,37,39,49,3,9
1562,2019-01-28,781,5,0,Lundi,1,January,2019,0.4887,5,Gibbeuse Décroissante,5463,12,13,36,41,46,1,8
1563,2019-02-01,782,5,4,Vendredi,2,February,2019,0.1306,7,Dernier Croissant,5467,1,8,18,28,31,8,9
1564,2019-02-04,782,6,0,Lundi,2,February,2019,0.0069,7,Dernier Croissant,5470,2,29,31,32,38,1,4
1565,2019-02-08,783,6,4,Vendredi,2,February,2019,0.0862,0,Nouvelle Lune,5474,2,22,24,36,44,1,2
1566,2019-02-11,783,7,0,Lundi,2,February,2019,0.3088,1,Premier Croissant,5477,4,17,34,40,42,4,9
1567,2019-02-15,784,7,4,Vendredi,2,February,2019,0.7182,2,Premier Quartier,5481,4,9,31,32,33,3,7
1568,2019-02-18,784,8,0,Lundi,2,February,2019,0.9583,3,Gibbeuse Croissante,5484,7,19,30,38,50,4,7
1569,2019-02-22,785,8,4,Vendredi,2,February,2019,0.9185,4,Pleine Lune,5488,1,17,31,43,47,2,3
1570,2019-02-25,785,9,0,Lundi,2,February,2019,0.6533,5,Gibbeuse Décroissante,5491,3,6,15,21,32,7,9
1571,2019-03-01,786,9,4,Vendredi,3,March,2019,0.2621,6,Dernier Quartier,5495,6,22,24,25,36,3,8
1572,2019-03-04,786,10,0,Lundi,3,March,2019,0.0629,7,Dernier Croissant,5498,3,7,8,43,46,6,8
1573,2019-03-08,787,10,4,Vendredi,3,March,2019,0.018,0,Nouvelle Lune,5502,9,11,17,26,40,3,9
1574,2019-03-11,787,11,0,Lundi,3,March,2019,0.1718,1,Premier Croissant,5505,7,21,23,24,44,3,4
1575,2019-03-15,788,11,4,Vendredi,3,March,2019,0.5633,2,Premier Quartier,5509,12,18,24,26,45,4,5
1576,2019-03-18,788,12,0,Lundi,3,March,2019,0.8658,3,Gibbeuse Croissante,5512,8,16,18,37,43,2,6
1577,2019-03-22,789,12,4,Vendredi,3,March,2019,0.9856,4,Pleine Lune,5516,10,28,30,38,39,2,7
1578,2019-03-25,789,13,0,Lundi,3,March,2019,0.8041,4,Pleine Lune,5519,1,26,33,36,46,6,7
1579,2019-03-29,790,13,4,Vendredi,3,March,2019,0.4214,6,Dernier Quartier,5523,12,18,19,43,49,3,9
1580,2019-04-01,790,14,0,Lundi,4,April,2019,0.1682,6,Dernier Quartier,5526,7,11,18,29,42,6,7
1581,2019-04-05,791,14,4,Vendredi,4,April,2019,0.0032,7,Dernier Croissant,5530,12,31,37,38,43,2,3
1582,2019-04-08,791,15,0,Lundi,4,April,2019,0.0715,0,Nouvelle Lune,5533,1,5,18,38,45,4,6
1583,2019-04-12,792,15,4,Vendredi,4,April,2019,0.4127,1,Premier Croissant,5537,34,35,38,39,46,3,4
1584,2019-04-15,792,16,0,Lundi,4,April,2019,0.7437,2,Premier Quartier,5540,9,17,30,39,43,5,7
1585,2019-04-19,793,16,4,Vendredi,4,April,2019,0.9951,3,Gibbeuse Croissante,5544,4,22,27,36,44,7,9
1586,2019-04-22,793,17,0,Lundi,4,April,2019,0.9192,4,Pleine Lune,5547,11,26,29,49,50,4,7
1587,2019-04-26,794,17,4,Vendredi,4,April,2019,0.59,5,Gibbeuse Décroissante,5551,4,5,14,44,46,8,9
1588,2019-04-29,794,18,0,Lundi,4,April,2019,0.3102,6,Dernier Quartier,5554,9,22,24,27,36,5,7
1589,2019-05-03,795,18,4,Vendredi,5,May,2019,0.0417,7,Dernier Croissant,5558,4,5,14,17,34,3,5
1590,2019-05-06,795,19,0,Lundi,5,May,2019,0.0136,0,Nouvelle Lune,5561,14,30,32,35,49,3,8
1591,2019-05-10,796,19,4,Vendredi,5,May,2019,0.276,1,Premier Croissant,5565,20,41,43,44,46,2,9
1592,2019-05-13,796,20,0,Lundi,5,May,2019,0.6096,2,Premier Quartier,5568,18,19,25,30,44,1,3
1593,2019-05-17,797,20,4,Vendredi,5,May,2019,0.9541,3,Gibbeuse Croissante,5572,5,8,13,15,33,8,9
1594,2019-05-20,797,21,0,Lundi,5,May,2019,0.9847,4,Pleine Lune,5575,5,9,28,43,47,2,9
1595,2019-05-24,798,21,4,Vendredi,5,May,2019,0.7468,5,Gibbeuse Décroissante,5579,13,15,25,26,32,3,4
1596,2019-05-27,798,22,0,Lundi,5,May,2019,0.472,5,Gibbeuse Décroissante,5582,11,19,34,43,45,5,9
1597,2019-05-31,799,22,4,Vendredi,5,May,2019,0.1292,7,Dernier Croissant,5586,9,33,35,38,40,2,6
1598,2019-06-03,799,23,0,Lundi,6,June,2019,0.003,7,Dernier Croissant,5589,6,18,20,29,31,2,8
1599,2019-06-07,800,23,4,Vendredi,6,June,2019,0.1586,0,Nouvelle Lune,5593,12,23,30,31,47,3,4
1600,2019-06-10,800,24,0,Lundi,6,June,2019,0.4725,1,Premier Croissant,5596,7,11,29,46,50,4,7
1601,2019-06-14,801,24,4,Vendredi,6,June,2019,0.875,2,Premier Quartier,5600,22,23,24,29,44,1,5
1602,2019-06-17,801,25,0,Lundi,6,June,2019,0.9982,3,Gibbeuse Croissante,5603,6,17,18,21,34,3,9
1603,2019-06-21,802,25,4,Vendredi,6,June,2019,0.8735,4,Pleine Lune,5607,6,16,30,38,41,2,4
1604,2019-06-24,802,26,0,Lundi,6,June,2019,0.634,5,Gibbeuse Décroissante,5610,12,15,35,42,43,4,6
1605,2019-06-28,803,26,4,Vendredi,6,June,2019,0.2561,6,Dernier Quartier,5614,6,9,20,38,39,3,9
1606,2019-07-01,803,27,0,Lundi,7,July,2019,0.043,7,Dernier Croissant,5617,8,36,37,41,49,5,7
1607,2019-07-05,804,27,4,Vendredi,7,July,2019,0.0672,0,Nouvelle Lune,5621,4,7,16,31,42,3,5
1608,2019-07-08,804,28,0,Lundi,7,July,2019,0.337,1,Premier Croissant,5624,5,8,24,30,49,3,9
1609,2019-07-12,805,28,4,Vendredi,7,July,2019,0.7672,2,Premier Quartier,5628,10,20,22,24,31,2,7
1610,2019-07-15,805,29,0,Lundi,7,July,2019,0.9643,3,Gibbeuse Croissante,5631,5,9,20,21,26,3,6
1611,2019-07-19,806,29,4,Vendredi,7,July,2019,0.9587,4,Pleine Lune,5635,14,15,25,35,47,5,9
1612,2019-07-22,806,30,0,Lundi,7,July,2019,0.7788,5,Gibbeuse Décroissante,5638,2,8,17,32,50,3,7
1613,2019-07-26,807,30,4,Vendredi,7,July,2019,0.407,6,Dernier Quartier,5642,6,16,20,42,46,1,6
1614,2019-07-29,807,31,0,Lundi,7,July,2019,0.1312,7,Dernier Croissant,5645,21,29,34,46,47,6,8
1615,2019-08-02,808,31,4,Vendredi,8,August,2019,0.012,0,Nouvelle Lune,5649,6,11,21,30,39,2,8
1616,2019-08-05,808,32,0,Lundi,8,August,2019,0.2088,1,Premier Croissant,5652,4,16,17,20,29,5,7
1617,2019-08-09,809,32,4,Vendredi,8,August,2019,0.6363,2,Premier Quartier,5656,6,14,16,34,50,4,6
1618,2019-08-12,809,33,0,Lundi,8,August,2019,0.8883,2,Premier Quartier,5659,11,19,26,35,40,2,5
1619,2019-08-16,810,33,4,Vendredi,8,August,2019,0.9971,4,Pleine Lune,5663,2,5,30,37,47,3,6
1620,2019-08-19,810,34,0,Lundi,8,August,2019,0.8933,4,Pleine Lune,5666,4,13,14,33,43,1,6
1621,2019-08-23,811,34,4,Vendredi,8,August,2019,0.5646,5,Gibbeuse Décroissante,5670,8,18,19,20,42,5,9
1622,2019-08-26,811,35,0,Lundi,8,August,2019,0.2574,6,Dernier Quartier,5673,4,23,24,29,31,8,9
1623,2019-08-30,812,35,4,Vendredi,8,August,2019,0.004,7,Dernier Croissant,5677,5,19,31,38,47,3,5
1624,2019-09-02,812,36,0,Lundi,9,September,2019,0.0992,0,Nouvelle Lune,5680,4,14,21,24,41,5,8
1625,2019-09-06,813,36,4,Vendredi,9,September,2019,0.4872,1,Premier Croissant,5684,4,7,21,44,47,1,5
1626,2019-09-09,813,37,0,Lundi,9,September,2019,0.7745,2,Premier Quartier,5687,9,14,16,37,46,2,4
1627,2019-09-13,814,37,4,Vendredi,9,September,2019,0.9862,3,Gibbeuse Croissante,5691,2,20,24,32,46,1,9
1628,2019-09-16,814,38,0,Lundi,9,September,2019,0.9687,4,Pleine Lune,5694,25,33,36,38,42,6,7
1629,2019-09-20,815,38,4,Vendredi,9,September,2019,0.7133,5,Gibbeuse Décroissante,5698,12,16,23,31,35,4,6
1630,2019-09-23,815,39,0,Lundi,9,September,2019,0.4056,6,Dernier Quartier,5701,12,24,26,36,42,1,4
1631,2019-09-27,816,39,4,Vendredi,9,September,2019,0.049,7,Dernier Croissant,5705,13,17,19,25,35,5,6
1632,2019-09-30,816,40,0,Lundi,9,September,2019,0.0248,0,Nouvelle Lune,5708,5,9,37,44,45,6,9
1633,2019-10-04,817,40,4,Vendredi,10,October,2019,0.3296,1,Premier Croissant,5712,9,12,13,14,48,1,2
1634,2019-10-07,817,41,0,Lundi,10,October,2019,0.6279,2,Premier Quartier,5715,22,33,36,40,42,1,2
1635,2019-10-11,818,41,4,Vendredi,10,October,2019,0.9247,3,Gibbeuse Croissante,5719,10,20,30,36,40,3,5
1636,2019-10-14,818,42,0,Lundi,10,October,2019,0.998,4,Pleine Lune,5722,4,29,34,35,46,5,8
1637,2019-10-18,819,42,4,Vendredi,10,October,2019,0.8412,5,Gibbeuse Décroissante,5726,32,33,36,40,49,2,8
1638,2019-10-21,819,43,0,Lundi,10,October,2019,0.5592,6,Dernier Quartier,5729,3,17,22,49,50,3,6
1639,2019-10-25,820,43,4,Vendredi,10,October,2019,0.1414,7,Dernier Croissant,5733,7,15,22,28,48,1,4
1640,2019-10-28,820,44,0,Lundi,10,October,2019,0.002,7,Dernier Croissant,5736,29,30,36,37,48,1,6
1641,2019-11-01,821,44,4,Vendredi,11,November,2019,0.1813,1,Premier Croissant,5740,1,2,26,44,50,1,7
1642,2019-11-04,821,45,0,Lundi,11,November,2019,0.4593,1,Premier Croissant,5743,28,29,40,46,50,5,7
1643,2019-11-08,822,45,4,Vendredi,11,November,2019,0.8133,2,Premier Quartier,5747,2,19,28,42,49,2,7
1644,2019-11-11,822,46,0,Lundi,11,November,2019,0.9742,3,Gibbeuse Croissante,5750,4,8,21,35,45,5,8
1645,2019-11-15,823,46,4,Vendredi,11,November,2019,0.9383,4,Pleine Lune,5754,8,11,16,25,41,2,4
1646,2019-11-18,823,47,0,Lundi,11,November,2019,0.7057,5,Gibbeuse Décroissante,5757,9,14,21,49,50,3,8
1647,2019-11-22,824,47,4,Vendredi,11,November,2019,0.267,6,Dernier Quartier,5761,8,10,14,21,26,3,4
1648,2019-11-25,824,48,0,Lundi,11,November,2019,0.0365,7,Dernier Croissant,5764,1,9,12,17,18,3,4
1649,2019-11-29,825,48,4,Vendredi,11,November,2019,0.0668,0,Nouvelle Lune,5768,3,18,25,34,41,2,5
1650,2019-12-02,825,49,0,Lundi,12,December,2019,0.2885,1,Premier Croissant,5771,7,15,16,17,45,6,9
